STATE,AREA,AGE_ADJUSTED_CI_LOWER,AGE_ADJUSTED_CI_UPPER,AGE_ADJUSTED_RATE,COUNT,EVENT_TYPE,POPULATION,RACE,SEX,SITE,YEAR,CRUDE_CI_LOWER,CRUDE_CI_UPPER,CRUDE_RATE,County,County Name,lat,lng,Ratings
ME,ME: Lincoln County (23015),144.1,173.9,158.3,498,Mortality,170085,All Races,Male and Female,All Cancer Sites Combined,2013-2017,267.6,319.7,292.8, Lincoln County (23015), Lincoln County ,44.108282,-69.511031,1.5830000000000002
ME,ME: Oxford County (23017),170.6,197.3,183.5,796,Mortality,286353,All Races,Male and Female,All Cancer Sites Combined,2013-2017,259.0,298.0,278.0, Oxford County (23017), Oxford County ,44.4906897,-70.7840564,1.835
ME,ME: Penobscot County (23019),166.5,183.2,174.7,1774,Mortality,760880,All Races,Male and Female,All Cancer Sites Combined,2013-2017,222.4,244.3,233.2, Penobscot County (23019), Penobscot County ,45.3230777,-68.5806727,1.7469999999999999
ME,ME: Piscataquis County (23021),180.7,229.4,203.7,308,Mortality,84805,All Races,Male and Female,All Cancer Sites Combined,2013-2017,323.8,406.1,363.2, Piscataquis County (23021), Piscataquis County ,45.70498569999999,-69.3375071,2.037
ME,ME: Sagadahoc County (23023),158.4,191.6,174.3,461,Mortality,175774,All Races,Male and Female,All Cancer Sites Combined,2013-2017,238.9,287.3,262.3, Sagadahoc County (23023), Sagadahoc County ,43.8171265,-69.7825531,1.743
ME,ME: Somerset County (23025),185.3,215.5,199.9,732,Mortality,254660,All Races,Male and Female,All Cancer Sites Combined,2013-2017,267.0,309.0,287.4, Somerset County (23025), Somerset County ,45.5913402,-69.9999212,1.999
ME,ME: Waldo County (23027),148.4,179.6,163.4,473,Mortality,196425,All Races,Male and Female,All Cancer Sites Combined,2013-2017,219.6,263.5,240.8, Waldo County (23027), Waldo County ,44.5106837,-69.20778960000001,1.6340000000000001
ME,ME: Washington County (23029),187.2,224.0,204.9,534,Mortality,159286,All Races,Male and Female,All Cancer Sites Combined,2013-2017,307.4,364.9,335.2, Washington County (23029), Washington County ,44.98493149999999,-67.6776835,2.049
ME,ME: York County (23031),162.2,176.0,169.0,2437,Mortality,1008722,All Races,Male and Female,All Cancer Sites Combined,2013-2017,232.1,251.4,241.6, York County (23031), York County ,43.4132697,-70.6702521,1.69
MI,MI: Alcona County (26001),150.5,205.5,175.4,213,Mortality,52007,All Races,Male and Female,All Cancer Sites Combined,2013-2017,356.4,468.4,409.6, Alcona County (26001), Alcona County ,44.6727944,-83.60223979999999,1.754
MI,MI: Alger County (26003),162.0,229.5,193.0,152,Mortality,46308,All Races,Male and Female,All Cancer Sites Combined,2013-2017,278.1,384.8,328.2, Alger County (26003), Alger County ,46.927418,-86.5087741,1.93
MI,MI: Allegan County (26005),158.9,179.2,168.8,1143,Mortality,570934,All Races,Male and Female,All Cancer Sites Combined,2013-2017,188.8,212.1,200.2, Allegan County (26005), Allegan County ,42.5709865,-86.3376761,1.6880000000000002
MI,MI: Alpena County (26007),158.3,193.2,174.9,423,Mortality,143665,All Races,Male and Female,All Cancer Sites Combined,2013-2017,267.0,323.9,294.4, Alpena County (26007), Alpena County ,45.0168239,-83.1116742,1.749
MI,MI: Antrim County (26009),137.2,173.3,154.2,325,Mortality,115643,All Races,Male and Female,All Cancer Sites Combined,2013-2017,251.3,313.3,281.0, Antrim County (26009), Antrim County ,44.9730441,-85.1769095,1.5419999999999998
MI,MI: Arenac County (26011),150.9,199.5,173.6,227,Mortality,76194,All Races,Male and Female,All Cancer Sites Combined,2013-2017,260.4,339.3,297.9, Arenac County (26011), Arenac County ,43.9973355,-83.67739279999999,1.736
MI,MI: Baraga County (26013),134.8,202.7,165.8,105,Mortality,42934,All Races,Male and Female,All Cancer Sites Combined,2013-2017,200.0,296.1,244.6, Baraga County (26013), Baraga County ,46.7352761,-88.3010401,1.6580000000000001
MI,MI: Barry County (26015),146.6,172.2,158.9,638,Mortality,298213,All Races,Male and Female,All Cancer Sites Combined,2013-2017,197.7,231.2,213.9, Barry County (26015), Barry County ,42.5354321,-85.35496499999999,1.589
MI,MI: Bay County (26017),162.9,182.3,172.4,1297,Mortality,526806,All Races,Male and Female,All Cancer Sites Combined,2013-2017,233.0,260.0,246.2, Bay County (26017), Bay County ,43.7109732,-84.01674229999999,1.724
MI,MI: Benzie County (26019),125.4,167.0,144.8,217,Mortality,87359,All Races,Male and Female,All Cancer Sites Combined,2013-2017,216.4,283.7,248.4, Benzie County (26019), Benzie County ,44.678277,-86.2970998,1.4480000000000002
MI,MI: Berrien County (26021),165.0,181.1,172.9,1903,Mortality,776033,All Races,Male and Female,All Cancer Sites Combined,2013-2017,234.3,256.5,245.2, Berrien County (26021), Berrien County ,42.0320742,-86.7416374,1.729
MI,MI: Branch County (26023),168.8,201.8,184.7,513,Mortality,217884,All Races,Male and Female,All Cancer Sites Combined,2013-2017,215.5,256.7,235.4, Branch County (26023), Branch County ,41.8913835,-85.02334599999999,1.847
MI,MI: Calhoun County (26025),173.8,192.3,182.8,1591,Mortality,672634,All Races,Male and Female,All Cancer Sites Combined,2013-2017,225.1,248.4,236.5, Calhoun County (26025), Calhoun County ,42.2073905,-85.02334599999999,1.828
MI,MI: Cass County (26027),166.3,195.0,180.2,664,Mortality,257228,All Races,Male and Female,All Cancer Sites Combined,2013-2017,238.9,278.5,258.1, Cass County (26027), Cass County ,41.9299158,-86.0121573,1.8019999999999998
MI,MI: Charlevoix County (26029),143.0,180.6,160.8,331,Mortality,131103,All Races,Male and Female,All Cancer Sites Combined,2013-2017,226.0,281.2,252.5, Charlevoix County (26029), Charlevoix County ,45.4342853,-85.4374778,1.608
MI,MI: Cheboygan County (26031),165.8,203.3,183.6,422,Mortality,127449,All Races,Male and Female,All Cancer Sites Combined,2013-2017,300.3,364.3,331.1, Cheboygan County (26031), Cheboygan County ,45.5472257,-84.56362829999999,1.8359999999999999
MI,MI: Chippewa County (26033),151.7,185.5,167.9,403,Mortality,190214,All Races,Male and Female,All Cancer Sites Combined,2013-2017,191.7,233.6,211.9, Chippewa County (26033), Chippewa County ,46.3117082,-84.59320939999999,1.679
MI,MI: Clare County (26035),185.8,223.6,203.9,502,Mortality,152917,All Races,Male and Female,All Cancer Sites Combined,2013-2017,300.2,358.3,328.3, Clare County (26035), Clare County ,44.0565054,-84.8567932,2.039
MI,MI: Clinton County (26037),137.4,160.2,148.4,689,Mortality,386963,All Races,Male and Female,All Cancer Sites Combined,2013-2017,165.0,191.9,178.1, Clinton County (26037), Clinton County ,42.9663458,-84.5222189,1.484
MI,MI: Crawford County (26039),146.9,199.3,171.2,200,Mortality,69155,All Races,Male and Female,All Cancer Sites Combined,2013-2017,250.5,332.2,289.2, Crawford County (26039), Crawford County ,44.6524316,-84.68974949999999,1.712
MI,MI: Delta County (26041),154.3,184.7,168.9,522,Mortality,181896,All Races,Male and Female,All Cancer Sites Combined,2013-2017,262.9,312.7,287.0, Delta County (26041), Delta County ,45.7124142,-86.98441749999999,1.689
MI,MI: Dickinson County (26043),141.1,177.3,158.3,330,Mortality,128482,All Races,Male and Female,All Cancer Sites Combined,2013-2017,229.9,286.1,256.8, Dickinson County (26043), Dickinson County ,45.9601394,-87.8616098,1.5830000000000002
MI,MI: Eaton County (26045),148.2,167.4,157.6,1117,Mortality,544223,All Races,Male and Female,All Cancer Sites Combined,2013-2017,193.4,217.6,205.2, Eaton County (26045), Eaton County ,42.5886496,-84.7733325,1.5759999999999998
MI,MI: Emmet County (26047),151.6,185.0,167.6,429,Mortality,164833,All Races,Male and Female,All Cancer Sites Combined,2013-2017,236.2,286.1,260.3, Emmet County (26047), Emmet County ,45.6418969,-84.9769067,1.676
MI,MI: Genesee County (26049),176.0,186.6,181.2,4717,Mortality,2055546,All Races,Male and Female,All Cancer Sites Combined,2013-2017,223.0,236.1,229.5, Genesee County (26049), Genesee County ,43.0777289,-83.67739279999999,1.8119999999999998
MI,MI: Gladwin County (26051),158.8,196.3,176.6,395,Mortality,126673,All Races,Male and Female,All Cancer Sites Combined,2013-2017,281.8,344.1,311.8, Gladwin County (26051), Gladwin County ,44.0327885,-84.3542049,1.766
MI,MI: Gogebic County (26053),147.4,193.8,169.1,236,Mortality,77877,All Races,Male and Female,All Cancer Sites Combined,2013-2017,265.6,344.3,303.0, Gogebic County (26053), Gogebic County ,46.4392785,-89.92147399999999,1.6909999999999998
MI,MI: Grand Traverse County (26055),136.5,156.2,146.1,919,Mortality,456254,All Races,Male and Female,All Cancer Sites Combined,2013-2017,188.6,214.9,201.4, Grand Traverse County (26055), Grand Traverse County ,44.687984,-85.52002399999999,1.4609999999999999
MI,MI: Gratiot County (26057),144.7,176.6,160.0,415,Mortality,206666,All Races,Male and Female,All Cancer Sites Combined,2013-2017,181.9,221.1,200.8, Gratiot County (26057), Gratiot County ,43.2836505,-84.68974949999999,1.6
MI,MI: Hillsdale County (26059),166.0,197.2,181.0,563,Mortality,229526,All Races,Male and Female,All Cancer Sites Combined,2013-2017,225.4,266.4,245.3, Hillsdale County (26059), Hillsdale County ,41.8685961,-84.5222189,1.81
MI,MI: Houghton County (26061),150.4,185.6,167.2,379,Mortality,182252,All Races,Male and Female,All Cancer Sites Combined,2013-2017,187.5,230.0,208.0, Houghton County (26061), Houghton County ,47.1211215,-88.5694012,1.672
MI,MI: Huron County (26063),157.6,190.7,173.4,483,Mortality,158803,All Races,Male and Female,All Cancer Sites Combined,2013-2017,277.6,332.5,304.2, Huron County (26063), Huron County ,43.9466791,-82.82097399999999,1.734
MI,MI: Ingham County (26065),150.7,164.2,157.4,2243,Mortality,1439205,All Races,Male and Female,All Cancer Sites Combined,2013-2017,149.5,162.4,155.8, Ingham County (26065), Ingham County ,42.6468943,-84.3542049,1.574
MI,MI: Ionia County (26067),167.9,197.3,182.2,631,Mortality,320658,All Races,Male and Female,All Cancer Sites Combined,2013-2017,181.7,212.8,196.8, Ionia County (26067), Ionia County ,42.9892119,-85.02334599999999,1.8219999999999998
MI,MI: Iosco County (26069),162.5,199.2,180.0,447,Mortality,126577,All Races,Male and Female,All Cancer Sites Combined,2013-2017,321.2,387.5,353.1, Iosco County (26069), Iosco County ,44.3340462,-83.63862259999999,1.8
MI,MI: Iron County (26071),122.4,169.2,143.7,182,Mortality,56440,All Races,Male and Female,All Cancer Sites Combined,2013-2017,277.3,372.9,322.5, Iron County (26071), Iron County ,46.2758153,-88.4902778,1.4369999999999998
MI,MI: Isabella County (26073),150.6,179.9,164.8,517,Mortality,353540,All Races,Male and Female,All Cancer Sites Combined,2013-2017,133.9,159.4,146.2, Isabella County (26073), Isabella County ,43.598799,-84.8567932,1.6480000000000001
MI,MI: Jackson County (26075),186.0,203.6,194.6,1983,Mortality,795377,All Races,Male and Female,All Cancer Sites Combined,2013-2017,238.5,260.5,249.3, Jackson County (26075), Jackson County ,42.1764362,-84.3542049,1.946
MI,MI: Kalamazoo County (26077),147.6,160.8,154.1,2187,Mortality,1300313,All Races,Male and Female,All Cancer Sites Combined,2013-2017,161.2,175.4,168.2, Kalamazoo County (26077), Kalamazoo County ,42.2278346,-85.52002399999999,1.541
MI,MI: Kalkaska County (26079),162.1,213.6,186.4,228,Mortality,86776,All Races,Male and Female,All Cancer Sites Combined,2013-2017,229.7,299.2,262.7, Kalkaska County (26079), Kalkaska County ,44.66744449999999,-85.02334599999999,1.864
MI,MI: Kent County (26081),147.0,155.6,151.3,4983,Mortality,3186290,All Races,Male and Female,All Cancer Sites Combined,2013-2017,152.1,160.8,156.4, Kent County (26081), Kent County ,43.0097027,-85.52002399999999,1.5130000000000001
MI,MI: Keweenaw County (26083),87.2,212.8,136.0,30,Mortality,10680,All Races,Male and Female,All Cancer Sites Combined,2013-2017,189.5,401.0,280.9, Keweenaw County (26083), Keweenaw County ,47.7515686,-88.3249369,1.36
MI,MI: Lake County (26085),159.6,216.6,185.9,203,Mortality,58323,All Races,Male and Female,All Cancer Sites Combined,2013-2017,301.8,399.4,348.1, Lake County (26085), Lake County ,43.9446996,-85.84862360000001,1.859
MI,MI: Lapeer County (26087),163.4,186.2,174.5,977,Mortality,441269,All Races,Male and Female,All Cancer Sites Combined,2013-2017,207.7,235.7,221.4, Lapeer County (26087), Lapeer County ,43.0482433,-83.1649001,1.745
MI,MI: Leelanau County (26089),120.7,157.4,137.8,285,Mortality,107911,All Races,Male and Female,All Cancer Sites Combined,2013-2017,234.3,296.6,264.1, Leelanau County (26089), Leelanau County ,45.0821226,-86.07336339999999,1.3780000000000001
MI,MI: Lenawee County (26091),168.9,190.2,179.3,1163,Mortality,492906,All Races,Male and Female,All Cancer Sites Combined,2013-2017,222.6,249.9,235.9, Lenawee County (26091), Lenawee County ,41.8433859,-84.01674229999999,1.7930000000000001
MI,MI: Livingston County (26093),138.7,153.5,145.9,1627,Mortality,935382,All Races,Male and Female,All Cancer Sites Combined,2013-2017,165.6,182.6,173.9, Livingston County (26093), Livingston County ,42.6207951,-83.8473015,1.459
MI,MI: Luce County (26095),121.9,196.2,155.1,77,Mortality,32038,All Races,Male and Female,All Cancer Sites Combined,2013-2017,189.7,300.4,240.3, Luce County (26095), Luce County ,46.5827512,-85.513329,1.551
MI,MI: Mackinac County (26097),150.7,206.6,176.4,181,Mortality,54310,All Races,Male and Female,All Cancer Sites Combined,2013-2017,286.5,385.5,333.3, Mackinac County (26097), Mackinac County ,46.02337199999999,-84.9963081,1.764
MI,MI: Macomb County (26099),171.3,178.5,174.9,9542,Mortality,4325918,All Races,Male and Female,All Cancer Sites Combined,2013-2017,216.2,225.0,220.6, Macomb County (26099), Macomb County ,42.7168759,-82.82097399999999,1.749
MI,MI: Manistee County (26101),162.1,200.2,180.2,384,Mortality,122170,All Races,Male and Female,All Cancer Sites Combined,2013-2017,283.7,347.4,314.3, Manistee County (26101), Manistee County ,44.2444704,-86.32422249999999,1.8019999999999998
MI,MI: Marquette County (26103),146.7,171.2,158.6,705,Mortality,335950,All Races,Male and Female,All Cancer Sites Combined,2013-2017,194.6,225.9,209.9, Marquette County (26103), Marquette County ,46.644579,-87.5593823,1.5859999999999999
MI,MI: Mason County (26105),141.9,176.2,158.2,367,Mortality,143985,All Races,Male and Female,All Cancer Sites Combined,2013-2017,229.5,282.3,254.9, Mason County (26105), Mason County ,43.9664537,-86.49965460000001,1.5819999999999999
MI,MI: Mecosta County (26107),168.3,202.2,184.6,502,Mortality,216034,All Races,Male and Female,All Cancer Sites Combined,2013-2017,212.5,253.6,232.4, Mecosta County (26107), Mecosta County ,43.6201025,-85.35496499999999,1.8459999999999999
MI,MI: Menominee County (26109),134.8,171.7,152.2,301,Mortality,116906,All Races,Male and Female,All Cancer Sites Combined,2013-2017,229.2,288.3,257.5, Menominee County (26109), Menominee County ,45.4995277,-87.5746277,1.5219999999999998
MI,MI: Midland County (26111),128.6,148.7,138.4,775,Mortality,417379,All Races,Male and Female,All Cancer Sites Combined,2013-2017,172.8,199.2,185.7, Midland County (26111), Midland County ,43.57509779999999,-84.3542049,1.3840000000000001
MI,MI: Missaukee County (26113),142.2,193.6,166.2,181,Mortality,74976,All Races,Male and Female,All Cancer Sites Combined,2013-2017,207.5,279.3,241.4, Missaukee County (26113), Missaukee County ,44.366621,-85.02334599999999,1.662
MI,MI: Monroe County (26115),175.7,193.5,184.4,1770,Mortality,748192,All Races,Male and Female,All Cancer Sites Combined,2013-2017,225.7,247.9,236.6, Monroe County (26115), Monroe County ,41.9738893,-83.5070203,1.844
MI,MI: Montcalm County (26117),149.4,174.8,161.7,658,Mortality,314872,All Races,Male and Female,All Cancer Sites Combined,2013-2017,193.3,225.6,209.0, Montcalm County (26117), Montcalm County ,43.3057341,-85.1894045,1.617
MI,MI: Montmorency County (26119),160.8,224.2,189.7,184,Mortality,46420,All Races,Male and Female,All Cancer Sites Combined,2013-2017,341.2,458.0,396.4, Montmorency County (26119), Montmorency County ,45.07427939999999,-84.1403141,1.8969999999999998
MI,MI: Muskegon County (26121),169.6,186.0,177.6,1900,Mortality,863894,All Races,Male and Female,All Cancer Sites Combined,2013-2017,210.2,230.1,219.9, Muskegon County (26121), Muskegon County ,43.2831969,-86.7416374,1.776
MI,MI: Newaygo County (26123),169.9,200.3,184.6,609,Mortality,239692,All Races,Male and Female,All Cancer Sites Combined,2013-2017,234.3,275.1,254.1, Newaygo County (26123), Newaygo County ,43.55935820000001,-85.76666449999999,1.8459999999999999
MI,MI: Oakland County (26125),145.5,151.1,148.3,11347,Mortality,6230566,All Races,Male and Female,All Cancer Sites Combined,2013-2017,178.8,185.5,182.1, Oakland County (26125), Oakland County ,42.59219239999999,-83.33618799999999,1.483
MI,MI: Oceana County (26127),159.8,199.8,178.9,337,Mortality,131758,All Races,Male and Female,All Cancer Sites Combined,2013-2017,229.2,284.6,255.8, Oceana County (26127), Oceana County ,43.6656285,-86.6611083,1.7890000000000001
MI,MI: Ogemaw County (26129),172.0,215.3,192.5,353,Mortality,104858,All Races,Male and Female,All Cancer Sites Combined,2013-2017,302.4,373.7,336.6, Ogemaw County (26129), Ogemaw County ,44.3270741,-84.1857115,1.925
MI,MI: Ontonagon County (26131),150.9,229.6,185.4,127,Mortality,30367,All Races,Male and Female,All Cancer Sites Combined,2013-2017,348.6,497.6,418.2, Ontonagon County (26131), Ontonagon County ,46.8727913,-89.31311889999999,1.854
MI,MI: Osceola County (26133),162.2,204.9,182.5,309,Mortality,116141,All Races,Male and Female,All Cancer Sites Combined,2013-2017,237.2,297.4,266.1, Osceola County (26133), Osceola County ,43.92572790000001,-85.35496499999999,1.825
MI,MI: Oscoda County (26135),151.9,220.8,183.3,139,Mortality,41476,All Races,Male and Female,All Cancer Sites Combined,2013-2017,281.7,395.7,335.1, Oscoda County (26135), Oscoda County ,44.6278903,-84.1857115,1.8330000000000002
MI,MI: Otsego County (26137),150.7,192.3,170.4,290,Mortality,121391,All Races,Male and Female,All Cancer Sites Combined,2013-2017,212.2,268.0,238.9, Otsego County (26137), Otsego County ,45.0992063,-84.6482398,1.704
MI,MI: Ottawa County (26139),134.4,146.5,140.4,2147,Mortality,1404068,All Races,Male and Female,All Cancer Sites Combined,2013-2017,146.5,159.5,152.9, Ottawa County (26139), Ottawa County ,42.95302299999999,-86.0937312,1.4040000000000001
MI,MI: Presque Isle County (26141),145.7,195.3,168.6,228,Mortality,64254,All Races,Male and Female,All Cancer Sites Combined,2013-2017,310.3,404.0,354.8, Presque Isle County (26141), Presque Isle County ,45.5729299,-83.597821,1.686
MI,MI: Roscommon County (26143),198.2,241.9,219.0,526,Mortality,119521,All Races,Male and Female,All Cancer Sites Combined,2013-2017,403.3,479.4,440.1, Roscommon County (26143), Roscommon County ,44.3516109,-84.68974949999999,2.19
MI,MI: Saginaw County (26145),162.5,177.0,169.6,2247,Mortality,969887,All Races,Male and Female,All Cancer Sites Combined,2013-2017,222.2,241.5,231.7, Saginaw County (26145), Saginaw County ,43.4044253,-84.01674229999999,1.696
MI,MI: Sanilac County (26151),170.1,201.4,185.2,579,Mortality,207591,All Races,Male and Female,All Cancer Sites Combined,2013-2017,256.7,302.6,278.9, Sanilac County (26151), Sanilac County ,43.4069041,-82.7347142,1.8519999999999999
MI,MI: Schoolcraft County (26153),171.8,241.2,203.5,153,Mortality,40538,All Races,Male and Female,All Cancer Sites Combined,2013-2017,320.0,442.2,377.4, Schoolcraft County (26153), Schoolcraft County ,46.0693515,-86.1903622,2.035
MI,MI: Shiawassee County (26155),168.3,193.8,180.7,818,Mortality,343169,All Races,Male and Female,All Cancer Sites Combined,2013-2017,222.3,255.3,238.4, Shiawassee County (26155), Shiawassee County ,42.949754,-84.1857115,1.807
MI,MI: St. Clair County (26147),167.7,184.0,175.7,1897,Mortality,798784,All Races,Male and Female,All Cancer Sites Combined,2013-2017,226.9,248.4,237.5, St. Clair County (26147), St. Clair County ,43.016179,-82.6483442,1.757
MI,MI: St. Joseph County (26149),168.2,195.8,181.6,707,Mortality,304427,All Races,Male and Female,All Cancer Sites Combined,2013-2017,215.4,250.0,232.2, St. Joseph County (26149), St. Joseph County ,41.9118044,-85.52002399999999,1.8159999999999998
MI,MI: Tuscola County (26157),166.4,194.1,179.8,696,Mortality,267957,All Races,Male and Female,All Cancer Sites Combined,2013-2017,240.8,279.8,259.7, Tuscola County (26157), Tuscola County ,43.5301144,-83.5070203,1.798
MI,MI: Van Buren County (26159),176.6,202.3,189.1,894,Mortality,376229,All Races,Male and Female,All Cancer Sites Combined,2013-2017,222.3,253.7,237.6, Van Buren County (26159), Van Buren County ,42.2459665,-86.0121573,1.891
MI,MI: Washtenaw County (26161),140.7,152.3,146.4,2613,Mortality,1814855,All Races,Male and Female,All Cancer Sites Combined,2013-2017,138.5,149.6,144.0, Washtenaw County (26161), Washtenaw County ,42.3076493,-83.8473015,1.464
MI,MI: Wayne County (26163),179.1,184.4,181.7,18683,Mortality,8833387,All Races,Male and Female,All Cancer Sites Combined,2013-2017,208.5,214.6,211.5, Wayne County (26163), Wayne County ,42.2790746,-83.33618799999999,1.817
MI,MI: Wexford County (26165),173.1,210.5,191.0,434,Mortality,164567,All Races,Male and Female,All Cancer Sites Combined,2013-2017,239.5,289.7,263.7, Wexford County (26165), Wexford County ,44.387157,-85.52002399999999,1.91
MN,MN: Aitkin County (27001),155.3,201.0,176.6,296,Mortality,79140,All Races,Male and Female,All Cancer Sites Combined,2013-2017,332.6,419.1,374.0, Aitkin County (27001), Aitkin County ,46.61854330000001,-93.45366920000001,1.766
MN,MN: Anoka County (27003),151.1,163.3,157.1,2746,Mortality,1722442,All Races,Male and Female,All Cancer Sites Combined,2013-2017,153.5,165.5,159.4, Anoka County (27003), Anoka County ,45.3292832,-93.2197005,1.571
MN,MN: Becker County (27005),139.6,172.4,155.3,378,Mortality,167670,All Races,Male and Female,All Cancer Sites Combined,2013-2017,203.3,249.4,225.4, Becker County (27005), Becker County ,46.9164628,-95.7036557,1.5530000000000002
MN,MN: Beltrami County (27007),146.4,178.5,161.8,422,Mortality,229223,All Races,Male and Female,All Cancer Sites Combined,2013-2017,167.0,202.5,184.1, Beltrami County (27007), Beltrami County ,48.0370038,-94.82892389999999,1.618
MN,MN: Benton County (27009),134.0,167.8,150.1,332,Mortality,197327,All Races,Male and Female,All Cancer Sites Combined,2013-2017,150.6,187.4,168.2, Benton County (27009), Benton County ,45.7211058,-93.9732855,1.501
MN,MN: Big Stone County (27011),124.3,207.9,161.1,83,Mortality,25161,All Races,Male and Female,All Cancer Sites Combined,2013-2017,262.7,408.9,329.9, Big Stone County (27011), Big Stone County ,45.4932045,-96.4724,1.611
MN,MN: Blue Earth County (27013),131.8,158.0,144.4,510,Mortality,328918,All Races,Male and Female,All Cancer Sites Combined,2013-2017,141.9,169.1,155.1, Blue Earth County (27013), Blue Earth County ,43.9505132,-93.9878427,1.444
MN,MN: Brown County (27015),141.9,178.6,159.3,335,Mortality,126208,All Races,Male and Female,All Cancer Sites Combined,2013-2017,237.8,295.4,265.4, Brown County (27015), Brown County ,44.2294379,-94.645035,1.5930000000000002
MN,MN: Carlton County (27017),167.8,203.9,185.1,429,Mortality,177132,All Races,Male and Female,All Cancer Sites Combined,2013-2017,219.8,266.2,242.2, Carlton County (27017), Carlton County ,46.5619247,-92.6847226,1.851
MN,MN: Carver County (27019),122.9,145.3,133.7,601,Mortality,494139,All Races,Male and Female,All Cancer Sites Combined,2013-2017,112.1,131.8,121.6, Carver County (27019), Carver County ,44.82543099999999,-93.7841503,1.337
MN,MN: Cass County (27021),146.6,180.9,163.0,397,Mortality,144073,All Races,Male and Female,All Cancer Sites Combined,2013-2017,249.1,304.0,275.6, Cass County (27021), Cass County ,47.2144536,-94.2309171,1.63
MN,MN: Chippewa County (27023),157.2,215.8,184.5,181,Mortality,60193,All Races,Male and Female,All Cancer Sites Combined,2013-2017,258.5,347.8,300.7, Chippewa County (27023), Chippewa County ,45.0520041,-95.555641,1.845
MN,MN: Chisago County (27025),135.3,163.3,148.8,466,Mortality,271370,All Races,Male and Female,All Cancer Sites Combined,2013-2017,156.5,188.0,171.7, Chisago County (27025), Chisago County ,45.524828,-92.9550305,1.4880000000000002
MN,MN: Clay County (27027),147.4,176.0,161.3,521,Mortality,310568,All Races,Male and Female,All Cancer Sites Combined,2013-2017,153.7,182.8,167.8, Clay County (27027), Clay County ,46.878186,-96.42575889999999,1.6130000000000002
MN,MN: Clearwater County (27029),146.7,215.1,178.1,117,Mortality,44034,All Races,Male and Female,All Cancer Sites Combined,2013-2017,219.7,318.4,265.7, Clearwater County (27029), Clearwater County ,47.72007869999999,-95.3105661,1.781
MN,MN: Cook County (27031),136.1,228.6,177.0,76,Mortality,26347,All Races,Male and Female,All Cancer Sites Combined,2013-2017,227.3,361.0,288.5, Cook County (27031), Cook County ,47.6051056,-90.49317669999999,1.77
MN,MN: Cottonwood County (27033),119.2,171.4,143.2,141,Mortality,57139,All Races,Male and Female,All Cancer Sites Combined,2013-2017,207.7,291.0,246.8, Cottonwood County (27033), Cottonwood County ,44.0488692,-95.3102505,1.432
MN,MN: Crow Wing County (27035),150.4,174.1,161.9,787,Mortality,317377,All Races,Male and Female,All Cancer Sites Combined,2013-2017,230.9,265.9,248.0, Crow Wing County (27035), Crow Wing County ,46.5957987,-94.1401699,1.619
MN,MN: Dakota County (27037),140.2,150.7,145.4,3085,Mortality,2073512,All Races,Male and Female,All Cancer Sites Combined,2013-2017,143.6,154.1,148.8, Dakota County (27037), Dakota County ,44.731554,-93.17796589999999,1.454
MN,MN: Dodge County (27039),132.4,179.7,154.6,177,Mortality,102424,All Races,Male and Female,All Cancer Sites Combined,2013-2017,148.3,200.2,172.8, Dodge County (27039), Dodge County ,43.9842889,-92.8577105,1.546
MN,MN: Douglas County (27041),145.7,176.7,160.6,469,Mortality,184396,All Races,Male and Female,All Cancer Sites Combined,2013-2017,231.8,278.4,254.3, Douglas County (27041), Douglas County ,45.9279387,-95.4218815,1.6059999999999999
MN,MN: Faribault County (27043),150.1,201.7,174.2,205,Mortality,69821,All Races,Male and Female,All Cancer Sites Combined,2013-2017,254.8,336.7,293.6, Faribault County (27043), Faribault County ,43.6448766,-93.9878427,1.742
MN,MN: Fillmore County (27045),132.2,172.7,151.3,246,Mortality,104131,All Races,Male and Female,All Cancer Sites Combined,2013-2017,207.6,267.7,236.2, Fillmore County (27045), Fillmore County ,43.6956298,-92.0665197,1.5130000000000001
MN,MN: Freeborn County (27047),148.4,182.0,164.4,414,Mortality,153106,All Races,Male and Female,All Cancer Sites Combined,2013-2017,245.0,297.7,270.4, Freeborn County (27047), Freeborn County ,43.6656285,-93.33889169999999,1.6440000000000001
MN,MN: Goodhue County (27049),145.2,173.2,158.7,539,Mortality,230793,All Races,Male and Female,All Cancer Sites Combined,2013-2017,214.2,254.1,233.5, Goodhue County (27049), Goodhue County ,44.4430251,-92.6983868,1.587
MN,MN: Grant County (27051),126.3,207.8,162.7,81,Mortality,29625,All Races,Male and Female,All Cancer Sites Combined,2013-2017,217.1,339.8,273.4, Grant County (27051), Grant County ,45.9729315,-96.0471362,1.6269999999999998
MN,MN: Hennepin County (27053),143.7,149.7,146.7,9541,Mortality,6116144,All Races,Male and Female,All Cancer Sites Combined,2013-2017,152.9,159.2,156.0, Hennepin County (27053), Hennepin County ,45.0208911,-93.5094574,1.4669999999999999
MN,MN: Houston County (27055),117.8,158.5,136.8,199,Mortality,93510,All Races,Male and Female,All Cancer Sites Combined,2013-2017,184.3,244.5,212.8, Houston County (27055), Houston County ,43.7051652,-91.44346900000001,1.368
MN,MN: Hubbard County (27057),139.1,179.5,158.2,277,Mortality,103677,All Races,Male and Female,All Cancer Sites Combined,2013-2017,236.6,300.6,267.2, Hubbard County (27057), Hubbard County ,47.1860527,-94.94114230000001,1.5819999999999999
